month_and_year,CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2
01 2014,1.1516853932584272,45.68846153846154,39.473076923076924,85.15,18.153094462540718,57.35149863760218,31.572207084468666,25.758855585831064,5.98041958041958
01 2015,1.015072933549434,26.602721088435374,36.59319727891157,63.21768707482993,19.331972789115646,56.040971168437025,30.391502276176023,25.678300455235206,6.224489795918367
01 2016,1.028137931034482,33.53867403314917,40.49585635359116,74.05801104972376,22.033195020746888,46.97432432432432,28.795945945945945,18.20945945945946,6.776551724137931
02 2014,0.9228013029315961,27.57777777777778,40.97222222222222,68.56666666666666,,58.47867298578199,29.21169036334913,29.295418641390206,4.421138211382114
02 2015,0.9004518072289155,23.79122541603631,35.12405446293495,58.933434190620275,19.50602409638554,59.9125,30.167857142857144,29.742857142857144,5.1656626506024095
02 2016,0.69586410635155,22.787296898079763,41.22156573116691,64.0192023633678,33.68694362017804,62.53478260869565,36.93768115942029,25.621739130434783,15.872968980797637
03 2014,0.6316239316239306,19.294890510948907,29.4992700729927,48.78686131386861,31.775193798449614,45.5414364640884,20.98204419889503,24.54696132596685,4.116809116809117
03 2015,0.7506906077348063,16.07097791798107,29.20347003154574,45.28706624605678,20.367036011080334,43.63333333333333,23.191666666666666,20.43888888888889,3.5497237569060776
03 2016,0.6723374827109257,13.684647302904564,29.50069156293223,43.1673582295989,31.443370165745858,33.85694635488308,20.6121045392022,13.272352132049518,3.111878453038674
04 2014,0.8574963609898113,20.737991266375545,32.975254730713246,53.71615720524017,33.44363103953148,47.07898448519041,23.746121297602258,23.344146685472495,3.685589519650655
04 2015,0.8207865168539338,15.598862019914652,31.660028449502132,47.258890469416784,29.594101123595507,53.07768361581921,29.413841807909606,23.649717514124294,4.764044943820225
04 2016,0.8213549337260668,18.86140724946695,33.52878464818763,52.42857142857143,37.55334281650071,46.664739884393065,28.809248554913296,17.86994219653179,5.197309417040358
05 2014,0.9984825493171479,21.221238938053098,36.24778761061947,57.47610619469027,29.353521126760562,45.99348534201955,28.14332247557003,17.871335504885995,6.236619718309859
05 2015,0.9266393442622958,16.866941015089164,32.80932784636488,49.69272976680384,27.170765027322403,42.05068493150685,26.927397260273974,15.121917808219179,2.72640218878249
05 2016,0.6274373259052929,13.90358126721763,35.97107438016529,49.84848484848485,45.25171939477304,45.45528455284553,31.953929539295395,13.47289972899729,3.0840220385674932
06 2014,0.9156249999999995,18.865671641791046,27.67462686567164,46.54179104477612,22.517087667161963,32.145648312611016,20.543516873889875,11.626998223801065,4.068554396423249
06 2015,0.742592592592593,14.697574893009985,31.30527817403709,46.008559201141225,22.068522483940043,45.36557610241821,27.467994310099574,17.903271692745378,5.902017291066282
06 2016,0.49391304347826137,11.915942028985507,30.743478260869566,42.65072463768116,34.44588744588744,30.46,22.155384615384616,8.293846153846154,2.936324167872648
07 2014,0.780413793103449,17.951724137931034,29.212413793103448,47.14896551724138,21.975172413793103,36.138888888888886,21.35185185185185,14.833333333333334,3.346206896551724
07 2015,0.8491803278688523,18.10095497953615,32.45429740791269,50.541609822646656,28.70980926430518,41.18181818181818,23.595658073270013,17.595658073270013,3.776566757493188
07 2016,0.5160839160839155,13.652892561983471,28.64876033057851,42.252066115702476,30.66162310866575,28.07356948228883,19.069482288828336,8.998637602179837,3.402203856749311
08 2014,0.7524285714285709,16.643377001455605,27.12372634643377,43.77147016011645,24.610778443113773,34.12759643916914,19.61127596439169,14.52818991097923,3.7012987012987013
08 2015,0.6945606694560661,12.64819944598338,28.20775623268698,40.84764542936288,29.855072463768117,34.130494505494504,19.807692307692307,14.343406593406593,4.055401662049862
08 2016,0.42033660589060345,13.956944444444444,26.801388888888887,40.74861111111111,29.09722222222222,26.292353823088455,17.736131934032983,8.547226386806596,3.298611111111111
09 2014,0.7023622047244087,16.97508896797153,22.7864768683274,39.78291814946619,18.34379457917261,27.92503748125937,17.13943028485757,10.75712143928036,1.6330014224751066
09 2015,0.7929133858267708,21.035587188612098,36.562277580071175,57.64056939501779,27.0,42.30508474576271,26.864406779661017,15.44915254237288,4.481188118811882
09 2016,0.3205128205128197,14.705370101596516,24.390420899854863,39.11465892597968,23.865021770682148,27.82106782106782,18.17893217893218,9.653679653679653,3.227866473149492
10 2014,0.7093514328808446,20.0450204638472,29.233287858117325,49.28649386084584,14.259863945578232,34.8600583090379,21.70262390670554,13.142857142857142,3.4297407912687587
10 2015,0.7979651162790706,19.935119887165023,28.451339915373765,48.42595204513399,21.8885754583921,25.308823529411764,15.720588235294118,9.573529411764707,4.763380281690141
10 2016,0.3550786838340487,16.56564245810056,23.19832402234637,39.74301675977654,25.187239944521497,30.755741127348642,16.83716075156576,13.92901878914405,4.666197183098592
11 2014,0.9219197707736375,25.719020172910664,37.29538904899135,63.02161383285303,14.886904761904763,,,,5.945558739255015
11 2015,0.7624999999999997,24.352353780313837,32.574893009985736,56.95720399429386,18.43820224719101,42.53361344537815,26.852941176470587,15.668067226890756,11.757489300998573
11 2016,0.7867088607594933,26.70935251798561,31.65323741007194,58.3726618705036,17.561855670103093,42.865546218487395,27.37535014005602,15.507002801120448,6.642241379310345
12 2014,0.9690410958904104,25.926027397260274,38.826027397260276,64.73424657534247,16.21095890410959,59.72103658536585,33.486280487804876,26.222560975609756,5.403292181069959
12 2015,1.195810055865923,34.00555555555555,44.28194444444444,78.27916666666667,22.803312629399585,56.74212034383954,37.12034383954155,19.60458452722063,10.644444444444444
12 2016,0.8061781609195394,24.491071428571427,31.052083333333332,55.541666666666664,21.48231966053748,41.73082287308229,25.07949790794979,16.663877266387725,5.749283667621777
